문화시설명,주제분류,문화분류,주소,자치구,행정동명,행정동ID_8자리,위도,경도,무료여부,관람시간,휴관일,객석수,전화번호,홈페이지,매칭거리_m,매칭품질
17717,미술관/갤러리,전시시설,서울 성북구 성북로8길 11 B1,성북구,성북동,11080810,37.5911362215001,127.004400808532,무료,,매주 월요일,,없음,http://17717.co.kr/,20.1,양호
간송미술관,미술관/갤러리,전시시설,서울특별시 성북구 성북로 102-11,성북구,성북동,11080810,37.5944624355121,126.996238532295,무료,,전시 또는 프로그램 운영 기간이 아닌 경우 휴관,,02-744-7830,http://kansong.org/,89.4,양호
놀터예술공방,공연장,공연시설,서울 성북구 성북로2길 21 엘리트리빙텔 지하1층,성북구,성북동,11080810,37.5895031357978,127.007028888864,유료,,없음,,070-4790-6051,없음,23.3,양호
뮤지엄웨이브,미술관/갤러리,전시시설,서울특별시 성북구 대사관로13길 66,성북구,성북동,11080810,37.6008969621021,126.990133889221,유료,,"월요일, 02월 09-12일 설 연휴 휴관",,02-3676-8744,http://www.museumwave.com/,40.4,양호
삼청각,기타,기타문화,서울특별시 성북구 대사관로 3,성북구,성북동,11080810,37.5972821698538,126.983526326222,무료,,연중무휴,,02-765-3000,http://www.samcheonggak.or.kr/,262.4,주의
서울연극창작센터,기타,기타문화,서울특별시 성북구 성북로 8,성북구,성북동,11080810,37.5892179362926,127.006040752071,무료,,매주 토요일,,02-758-2095,https://www.sfac.or.kr/artspace/artspace/theater_main.do,28.2,양호
성북구립미술관,미술관/갤러리,전시시설,서울특별시 성북구 성북로 134,성북구,성북동,11080810,37.5948371972307,126.994887077742,무료,,매주 월요일 및 공휴일 등(*기획전시 기간 외 휴관),,02-6925-5011,https://sma.sbculture.or.kr/,43.7,양호
성북근현대문학관,박물관/기념관,전시시설,서울특별시 성북구 성북로21길 24,성북구,성북동,11080810,37.5924971251231,126.997050373072,무료,,매주 월요일,,02-2241-1939,https://www.sb.go.kr/literature/,50.4,양호
성북문화원,문화원,공연시설,서울 성북구 성북로4길 13-8 성북문화원,성북구,성북동,11080810,37.5897131362686,127.00574980327,무료,,"주말, 공휴일",,02-765-1611,https://www.isbcc.or.kr/,53.8,양호
성북선잠박물관,박물관/기념관,전시시설,서울특별시 성북구 성북로 96,성북구,성북동,11080810,37.59321623050399,126.99823926525616,무료,,"매주 월요일(*월요일이 공휴일인 경우 그 다음날) 1월 1일, 설날,추석 연휴,성북구청장이 정하는 휴관일  ",,02-744-0025,http://museum.sb.go.kr,89.2,양호
성북역사문화센터,기타,기타문화,서울특별시 성북구 성북로21길 31,성북구,성북동,11080810,37.5926041717051,126.997423573618,무료,,"1월은 일, 월요일, 1월1일, 설날 및 추석 연휴",,02-2241-2656,https://blog.naver.com/sbhistoryc,38.2,양호
성북예술창작터,미술관/갤러리,전시시설,서울특별시 성북구 성북로 23,성북구,성북동,11080810,37.5900522477346,127.004123001975,무료,10:00~18:00,"매주 월요일, 일요일 및 공휴일",,02-2038-9989,https://sma.sbculture.or.kr/youngartspace/index.do,57.3,양호
여행자극장,공연장,공연시설,서울특별시 성북구 성북로5길 9-3,성북구,성북동,11080810,37.5889423855531,127.004652942556,유료,,홈페이지 참조,,02-3673-1392,https://www.instagram.com/yohangza1997/,65.7,양호
오래된집,미술관/갤러리,전시시설,서울특별시 성북구 성북로18길 16,성북구,성북동,11080810,37.5940199274977,126.999559188806,무료,,일요일 휴관,,02-2135-7622,http://can-foundation.org/,41.8,양호
우리옛돌박물관,박물관/기념관,전시시설,서울특별시 성북구 대사관로13길 66,성북구,성북동,11080810,37.6008969621021,126.990133889221,유료,,"매주 월요일 (월요일이 공휴일인 경우, 화요일에 휴관합니다.), 신정(1월1일)",,02-986-1001,http://www.koreanstonemuseum.com/,40.4,양호
최순우 옛집,박물관/기념관,전시시설,서울특별시 성북구 성북로15길 9,성북구,성북동,11080810,37.5929768495688,127.000349881218,무료,4~11월 화~토10:00~16:00,"매주 일, 월요일, 추석당일",,02-3675-3402,http://www.ntculture.or.kr/,29.6,양호
한상수자수박물관,박물관/기념관,전시시설,서울특별시 성북구 성북로16길 4-10,성북구,성북동,11080810,37.5936139377352,127.000933590689,유료,10:00~18:00,"월요일, 추석, 설날",,02-744-1545,https://thssem.modoo.at/,43.6,양호
고려대학교 박물관,박물관/기념관,전시시설,서울특별시 성북구 안암로 145,성북구,안암동,11080600,37.589530692665726,127.03434961764154,무료,10:00~17:00,"일?월, 이 외 홈페이지 참조",,02-3290-1514,http://museum.korea.ac.kr,245.3,주의
오동숲속도서관,도서관,도서관,서울특별시 성북구 화랑로13가길 110-10,성북구,월곡제1동,11080710,37.6101541541321,127.04096306928,무료,,"매주 월요일, 일요일을 제외한 법정공휴일",,02-6952-1806,https://www.sblib.seoul.kr/odlib/index.do,28.8,양호
동덕여자대학교 박물관,박물관/기념관,전시시설,서울특별시 성북구 화랑로13길 60 동덕여자대학교 동덕르네상스홀,성북구,월곡제2동,11080720,37.606552160140886,127.04279179203144,무료,월~금 10:30~16:00,"월, 주말 및 공휴일",,02-940-4232,http://dongdukrenaissancehall.com/museum/index.php,25.0,양호
성북어린이미술관 꿈자람,미술관/갤러리,전시시설,서울 성북구 화랑로18자길 13 5층,성북구,월곡제2동,11080720,37.6049779283236,127.05059120982,무료,,"매주 일요일,월요일, 공휴일 휴관",,02-6925-5022,https://sma.sbculture.or.kr/children/,38.3,양호
성북정보도서관,도서관,도서관,서울 성북구 상월곡동 24-348,성북구,월곡제2동,11080720,37.6050029110292,127.050742186833,유료,,"매월 첫째주, 셋째주 월요일, 일요일을 제외한 법정 공휴일",,02-962-1081,https://www.sblib.seoul.kr/sblib/index.do,45.5,양호
월곡꿈그림도서관,도서관,도서관,서울특별시 성북구 화랑로13길 17,성북구,월곡제2동,11080720,37.60411979670712,127.04192972112838,무료,,매주 월요일 및 일요일을 제외한 법정 공휴일,,02-6949-1553,https://www.sblib.seoul.kr/wglib/,73.2,양호
천장산우화극장,공연장,공연시설,"서울 성북구 화랑로 18자길 13, 성북정보도서관 지하 1층",성북구,월곡제2동,11080720,37.6049728852085,127.050585543988,유료,,도서관 휴무일 및 공휴일,,02-6906-9276,https://fabletheater.net/,37.8,양호
김중업 건축문화의집,박물관/기념관,전시시설,서울특별시 성북구 장위로21나길 11,성북구,장위제1동,11080760,37.6150174740391,127.044068592488,무료,,"일?월, 공휴일",,02-6903-3136,https://www.instagram.com/kimchungup_archi_heritage/,48.5,양호
성북문화예술교육센터,기타,기타문화,서울특별시 성북구 장월로8길 38,성북구,장위제2동,11080770,37.6102411295211,127.049789635556,무료,,"화~토 10:00-18:00｜일~월, 공휴일 휴관",,02-6906-3166,https://www.sbculture.or.kr/culture/main/contents.do?menuNo=500381,27.5,양호
서경로꿈마루도서관,도서관,도서관,서울특별시 성북구 서경로 94-1,성북구,정릉제1동,11080620,37.611461117102,127.013862915195,무료,,월요일,,02-6925-0300,https://www.sblib.seoul.kr/kmlib/index.do,38.8,양호
국민대학교 명원박물관,박물관/기념관,전시시설,서울특별시 성북구 정릉로9길 68,성북구,정릉제3동,11080640,37.61106261291357,127.00012175190037,무료,,"토?일, 법정공휴일, 개교기념일(10월 18일)",,02-909-4210,http://museum.kookmin.ac.kr/,94.5,양호
국민대학교 예술관,공연장,공연시설,서울특별시 성북구 정릉로 77,성북구,정릉제3동,11080640,37.61019088599424,126.997831142625,유료,,주말 및 공휴일,,02-910-4937,https://art.kookmin.ac.kr/auditorium/auditorium_intro,148.7,양호
성북구립 최만린미술관,미술관/갤러리,전시시설,서울특별시 성북구 솔샘로7길 23,성북구,정릉제3동,11080640,37.6106597929108,127.004288022173,무료,,"매주 일,월, 법정공휴일",,02-6952-5016,https://sma.sbculture.or.kr/cml/index.do,51.2,양호
문화공간이육사,기타,기타문화,서울특별시 성북구 종암로21가길 36-1,성북구,종암동,11080840,37.5981380921564,127.032601556099,무료,,"일요일,월요일,공휴일",, 02-2241-2264,https://www.instagram.com/culturalspace264/,42.1,양호
송파책박물관,박물관/기념관,전시시설,서울특별시 송파구 송파대로37길 77,송파구,가락1동,11240660,37.4988841772964,127.104383431798,무료,,"매주 월요일, 1월 1일, 설날 및 추석 당일",,02-2147-2486,https://www.bookmuseum.go.kr/,59.2,양호
송파구체육문화회관,기타,기타문화,서울특별시 송파구 양산로 15,송파구,거여1동,11240530,37.4905948929148,127.142817182549,유료,,일요일 및 법정공휴일,,02-402-3291,http://www.esongpa.or.kr,48.8,양호
거마도서관,도서관,도서관,서울특별시 송파구 거마로2길 19,송파구,거여2동,11240540,37.4935489790566,127.146822326781,무료,,월요일 및 법정공휴일(일요일 제외),,02-449-2332,https://www.splib.or.kr/spglib/index.do,58.7,양호
소나무언덕3호도서관,도서관,도서관,서울 송파구 성내천로 319 마천청소년센터 4층,송파구,마천1동,11240550,37.4923468656377,127.156636725225,무료,,"매주 월요일, 법정공휴일(일요일 제외)",,02-443-0130,https://www.splib.or.kr/sp3lib/index.do,41.2,양호
케이움 갤러리 ,미술관/갤러리,전시시설,"서울 송파구 동남로4길 13 지층, 2층",송파구,문정1동,11240680,37.4890025871301,127.124457773685,무료,,"일요일, 월요일 ",, 홈페이지 참고,https://www.instagram.com/k_um.gallery/,55.1,양호
한바탕소극장,공연장,공연시설,서울특별시 송파구 송이로32길 19 지하 1층,송파구,문정1동,11240680,37.4882351093441,127.127749716913,유료,,연중무휴,,0507-1348-1019,https://onecolor.modoo.at/,47.6,양호
아르티펙스 갤러리,미술관/갤러리,전시시설,서울 송파구 법원로 128 문정역SKV1 B동 715호,송파구,문정2동,11240690,37.4868314347245,127.120453991896,무료,,"매주 토요일, 일요일, 공휴일",,02-6412-3380,https://www.artifexbase.com,150.3,양호
옥상팩토리,미술관/갤러리,전시시설,서울 송파구 법원로4길 5 지하1층 B112호,송파구,문정2동,11240690,37.482913928496,127.121873324034,무료,,"매주 월, 화요일, 공휴일",,0507-1479-2334,https://blog.naver.com/oksangfactory,96.0,양호
디너씨어터 잠실,공연장,공연시설,서울 송파구 백제고분로48길 7 지층,송파구,방이2동,11240580,37.5116556008671,127.114177405419,유료,,"매주 월요일,화요일,수요일",,0507-1479-2449,https://www.instagram.com/dinnertheater_,21.5,양호
뮤지엄한미 방이,미술관/갤러리,전시시설,서울 송파구 위례성대로 14 19층,송파구,방이2동,11240580,37.5165925928554,127.113956209115,유료,평일 10:00~19:00,매주 월요일,,02-418-1315,https://museumhanmi.or.kr/,43.3,양호
한성백제박물관,박물관/기념관,전시시설,서울특별시 송파구 위례성대로 71,송파구,방이2동,11240580,37.51543881335773,127.12088940368128,무료,"평일 : 오전 9시~오후 7시<br>토, 일, 공휴일 : 오전 9시~오후 7시(단,11~2월 : 오전 9시~오후 6시)","매주 월요일, 1월 1일, 시장이 정하는 휴관일(관장에게 위임) 단, 월요일이 공휴일인 경우 휴관하지 않음",,02-2152-5800,https://baekjemuseum.seoul.go.kr,181.6,양호
송파구민회관,기타,기타문화,서울 송파구 백제고분로 242,송파구,삼전동,11240640,37.5023578475607,127.093490160793,무료,,정보없음,,02-2147-3560,https://www.songpa.go.kr/gumin/index.do,69.3,양호
예송미술관,미술관/갤러리,전시시설,서울 송파구 백제고분로 242 송파문화예술회관 1층 예송미술관,송파구,삼전동,11240640,37.5023578475607,127.093490160793,무료,,"매주 주말, 법정공휴일",,02-2147-3579,https://www.songpa.go.kr/culture/detailInfo.do?key=4732&resrceCd=TR0171-1002450,69.3,양호
돌마리도서관,도서관,도서관,서울특별시 송파구 백제고분로37길 16,송파구,석촌동,11240630,37.503565692718,127.10368921283,무료,,"매주 월요일, 법정공휴일",,02-414-7007,https://www.splib.or.kr/spdlib/index.do,19.1,양호
온쉼표,공연장,공연시설,서울 송파구 송파대로37길 50 4층,송파구,석촌동,11240630,37.5002447307264,127.106664540387,무료,,공휴일,,홈페이지 참고,https://ppianoo.com/,22.2,양호
갤러리 무모,미술관/갤러리,전시시설,서울특별시 송파구 가락로19길 5,송파구,송파1동,11240610,37.5027201885223,127.111026578851,무료,,매주 월요일,,0507-1320-0543,http://mumogallery.com/,65.1,양호
갤러리아리아,미술관/갤러리,전시시설,서울특별시 송파구 오금로 170,송파구,송파1동,11240610,37.5094570810951,127.113220365122,무료,,월요일 휴관,,홈페이지 참고,https://www.instagram.com/_gallery__aria,75.9,양호
송파문화여성회관,문화예술회관,공연시설,서울 송파구 백제고분로42길 5 송파여성문화회관,송파구,송파1동,11240610,37.5059054977082,127.109788230628,무료,,매주 일요일,,02-2203-3330,https://www.songpawoman.org/,19.2,양호
송파여성문화회관,기타,기타문화,서울 송파구 백제고분로42길 5,송파구,송파1동,11240610,37.505929427057,127.109731490219,무료,,"일요일, 공휴일",,02-2203-3330,https://www.songpawoman.org/index.asp,17.4,양호
언바운드,미술관/갤러리,전시시설,서울 송파구 백제고분로45길 32 B01,송파구,송파1동,11240610,37.5106146799736,127.108234270692,무료,,"일요일(예약관람), 월요일-화요일(휴무)",,0507-1493-6543,https://www.unboundart.xyz/,35.9,양호
에브리데이몬데이 갤러리,미술관/갤러리,전시시설,서울특별시 송파구 송파대로48길 14,송파구,송파1동,11240610,37.5088551901993,127.105757151234,무료,,매주 월요일,,0507-1480-0309,https://www.everydaymooonday.com/,34.9,양호
소나무언덕4호작은도서관,도서관,도서관,서울 송파구 송이로 34 소나무언덕4호 작은도서관,송파구,송파2동,11240620,37.5022132589975,127.116843327039,무료,,"매주 월요일, 법정공휴일(일요일 제외)",,02-419-5100,https://www.splib.or.kr/sp4lib,34.7,양호
서울특별시교육청 송파도서관,도서관,도서관,서울특별시 송파구 동남로 263,송파구,오금동,11240600,37.4999953511054,127.134851529414,유료,,"매월 둘째, 넷째 화요일 / 국경일, 정부지정 공휴일",,02-3434-3333,http://splib.sen.go.kr/,73.7,양호
서울백제어린이박물관,박물관/기념관,전시시설,서울특별시 송파구 올림픽로 424,송파구,오륜동,11240590,37.523991,127.124412,무료,3월 ~ 10월 10:00 ~ 17:0011월 ~  2월 10:00 ~ 16:00,"매주 월요일(월요일이 휴일인 경우 정상개관), 1월 1일",,02-2152-5900,https://baekjemuseum.seoul.go.kr/dreamvillage/index.jsp,115.9,양호
소마미술관,미술관/갤러리,전시시설,서울특별시 송파구 위례성대로 51,송파구,오륜동,11240590,37.516920655117,127.118166964751,유료,10:00~18:00,"매주 월요일, 1월1일, 설날 및 추석 당일",,02-425-1077,https://soma.kspo.or.kr/main,188.5,양호
송파위례도서관,도서관,도서관,"서울시 송파구 장지동 위례광장로 210 위례동복합청사 4, 5층",송파구,위례동,11240820,37.4811495349987,127.143935580628,무료,,"매주 월요일, 법정공휴일(일요일 제외)",,02-402-3003,https://www.splib.or.kr/spwlib/index.do,77.0,양호
사각사각 플레이스,기타,기타문화,서울특별시 송파구 한가람로 65,송파구,잠실2동,11240790,37.5176276345914,127.08673648927,무료,,별도표기,,02-3780-0799,https://hangang.seoul.go.kr/www/contents/831.do?mid=541,121.6,양호
롯데월드 가든스테이지,공연장,공연시설,서울특별시 송파구 올림픽로 240,송파구,잠실3동,11240800,37.5113096112036,127.098141751177,유료,,연중무휴,,1661-2000,http://www.lotteworld.com,162.8,양호
문화실험공간 호수 ,기타,기타문화,서울특별시 송파구 송파나루길 256,송파구,잠실3동,11240800,37.5103180005696,127.101092270844,무료,,"월요일, 공휴일 휴관 ",,02-3431-9784,http://blog.naver.com/exp_space_hosu,25.0,양호
샤롯데씨어터,공연장,공연시설,서울특별시 송파구 올림픽로 240,송파구,잠실3동,11240800,37.5113096112036,127.098141751177,유료,,월요일,,1644-0078,http://www.charlottetheater.co.kr,162.8,양호
서울놀이마당,공연장,공연시설,서울 송파구 잠실로 124 서울놀이마당,송파구,잠실3동,11240800,37.5093666387938,127.098198247427,무료,,월요일,,02-2147-3375~6,https://blog.naver.com/norimadang_,53.8,양호
석촌호수 아뜰리에,공연장,공연시설,서울특별시 송파구 석촌호수로 191,송파구,잠실3동,11240800,37.5067771140172,127.098243601383,유료,,"매주 월요일, 공휴일",,02-2147-3246,https://blog.naver.com/art_space_sla,66.5,양호
소나무언덕2호도서관,도서관,도서관,서울특별시 송파구 석촌호수로 155,송파구,잠실3동,11240800,37.5072753051893,127.094230768006,무료,,"매주 월요일, 법정공휴일(일요일 제외)",,02-424-0083,https://splib.or.kr/sp2lib,15.1,양호
갤러리 화이트다이아몬드,미술관/갤러리,전시시설,서울 송파구 올림픽로37길 130 에이동 203호,송파구,잠실4동,11240750,37.5208819816451,127.104421421949,무료,,없음,,02-417-2001,https://www.instagram.com/gallerywhitediamond,33.6,양호
서울역사편찬원,기타,기타문화,서울 송파구 방이동 올림픽로 424(방이동 88-3),송파구,잠실4동,11240750,37.5203396980951,127.115517876627,무료,,"임시공휴일, 설연휴",,02-420-1255~1256,http://history.seoul.go.kr,125.9,양호
서울올림픽기념관,박물관/기념관,전시시설,서울특별시 송파구 올림픽로 424,송파구,잠실4동,11240750,37.5203396980951,127.115517876627,유료,10:00~17:30,"매주 월요일, 1월 1일, 설날, 추석 ",,02-410-1354,https://88olympic.kspo.or.kr/homepage/korean/contents/index.asp,125.9,양호
서울책보고,기타,기타문화,서울 송파구 신천동 14,송파구,잠실4동,11240750,37.52202784263066,127.1038467712633,무료,10:30~20:30 (화~목) / 10:00~21:00 (토~일),"매주 월요일, 1월 1일, 설날 및 추석연휴",50석,02-6951-4979,http://www.seoulbookbogo.kr,55.2,양호
송파어린이영어도서관,도서관,도서관,서울 송파구 신천동 14 신천빗물펌프장 4~5층,송파구,잠실4동,11240750,37.522391974255,127.102981769104,무료,,"매주 월요일, 법정공휴일",,02-415-3567,https://www.splib.or.kr/spelib,37.1,양호
더 갤러리 호수,미술관/갤러리,전시시설,서울 송파구 송파나루길 166 더 갤러리 호수,송파구,잠실6동,11240770,37.512296516856,127.107617545434,무료,,매주 월요일 및 법정 공휴일,,02-2147-3275,https://www.instagram.com/thegalleryhosu/,29.7,양호
롯데콘서트홀,공연장,공연시설,서울특별시 송파구 올림픽로 300 롯데월드몰 8층,송파구,잠실6동,11240770,37.5137519612953,127.104446890835,유료,,홈페이지 확인,,1544-7744,https://www.lotteconcerthall.com/kor,112.3,양호
한국광고박물관,박물관/기념관,전시시설,서울특별시 송파구 올림픽로35길 137,송파구,잠실6동,11240770,37.5159272595028,127.099643159822,무료,,"매주 월요일, 법정공휴일",,02-2144-0116,https://www.kobaco.co.kr/site/admuseum/home,79.6,양호
송파문화원,문화원,공연시설,서울특별시 송파구 올림픽로 44,송파구,잠실7동,11240780,37.5106823860183,127.075936810272,무료,,매주 일요일,,02-414-0354,https://www.spcc.or.kr/,47.5,양호
소나무언덕잠실본동도서관,도서관,도서관,서울특별시 송파구 탄천동로 205,송파구,잠실본동,11240710,37.5030788154573,127.076897082349,무료,,"매주 월요일, 법정공휴일",,02-412-0750,https://www.splib.or.kr/spmlib/index.do,103.9,양호
송파어린이도서관,도서관,도서관,서울 송파구 올림픽로 105 어린이도서관,송파구,잠실본동,11240710,37.5121020708813,127.08242916877,무료,,"매주 월요일, 법정공휴일",,02-418-0303,https://www.splib.or.kr/spclib,65.9,양호
아트잠실,기타,기타문화,서울특별시 송파구 삼전로13길 22,송파구,잠실본동,11240710,37.5077554427665,127.087930838384,무료,,-,,없음,https://www.artjamsil.com/,23.7,양호
송파글마루도서관,도서관,도서관,서울 송파구 충민로 120 글마루도서관,송파구,장지동,11240810,37.4808342224585,127.130477932489,무료,,매주 월요일 및 법정 공휴일,,02-449-8855,https://www.splib.or.kr/spjlib/index.do,52.7,양호
공간유보,미술관/갤러리,전시시설,서울 송파구 바람드리길 14 지하1층,송파구,풍납1동,11240510,37.5379381336317,127.117446112374,무료,,매주 월요일,,0507-1325-9504,https://www.instagram.com/space_ubo/,9.1,양호
공간지은,미술관/갤러리,전시시설,서울 송파구 풍성로 22 1층,송파구,풍납1동,11240510,37.5347555969296,127.114906287417,무료,,없음,,050-71388-0280,https://www.instagram.com/spacejieun,43.6,양호
송파 청년아티스트센터,기타,기타문화,서울특별시 송파구 풍성로10길 6-1,송파구,풍납2동,11240520,37.5340686405498,127.115954729217,무료,,매주 일요일 및 공휴일,,070-4062-2800 / 070-4001-2800,https://www.instagram.com/artistcenter_songpa/,78.9,양호
풍납도서관,도서관,도서관,서울특별시 송파구 풍성로8길 5,송파구,풍납2동,11240520,37.534141116015,127.115827218274,무료,,"매주 월요일, 법정공휴일(일요일 제외)",,02-475-0266,https://www.splib.or.kr/sppnlib/index.do,95.2,양호
대한무용협회,기타,기타문화,서울 양천구 목동서로 225 10층 1003호,양천구,목1동,11150510,37.5270754105611,126.870745963571,무료,,정보없음,,02-744-8066,https://www.koreadanceassociation.org/,72.4,양호
대한민국예술인센터 예총아트홀,공연장,공연시설,서울 양천구 목동서로 225 예술인회관 2층,양천구,목1동,11150510,37.5270754105611,126.870745963571,유료,,"공휴일, 주말",,02-2655-3099,http://www.yechong.or.kr/fo/site/commonContent?contentNo=28&menuSn=45,72.4,양호
한국방송회관 코바코홀,공연장,공연시설,서울특별시 양천구 목동동로 233 한국방송회관 2층,양천구,목1동,11150510,37.526981693329,126.871394248566,유료,,홈페이지 참조,,02-3219-5700,http://www.kobacohall.co.kr/,67.7,양호
한생연생명과학박물관,박물관/기념관,전시시설,서울특별시 양천구 목동동로 206-1,양천구,목1동,11150510,37.5239253588059,126.872014672404,유료,"10:00, 13::00, 15:00(방학기간 17:00 추가개장)","매주 월요일, 추석, 설날",,02-2654-8887,http://www.hlsi.co.kr/sub/sub05_0101.php,19.2,양호
미감도서관,도서관,도서관,서울 양천구 목동중앙남로 57-10 목사랑시장 고객주차장&공유센터,양천구,목4동,11150540,37.5389695033466,126.865488928768,무료,,"일요일, 공휴일",,02-2653-5919,https://lib.yangcheon.or.kr/libmigam/,55.6,양호
서울특별시교육청 양천도서관,도서관,도서관,서울특별시 양천구 목동서로 113,양천구,목5동,11150710,37.5335602034508,126.876230784641,유료,,"매월 첫째, 셋째 목요일, 법정공휴일",,02-2062-3900,http://yclib.sen.go.kr/,70.7,양호
건강힐링센터,기타,기타문화,서울특별시 양천구 남부순환로83길 54,양천구,신월2동,11150580,37.5175790145525,126.845873645663,유료,,공휴일,,02-2084-5485,https://www.yangcheon.go.kr/healing/healing/main.do,42.4,양호
다가치학교 강서양천,기타,기타문화,서울특별시 양천구 남부순환로 380,양천구,신월3동,11150590,37.5326758132814,126.828972567552,유료,,월요일,,02-6736-3800,https://www.instagram.com/dayangcheon/,65.9,양호
서울문화예술교육센터 양천,기타,기타문화,서울특별시 양천구 남부순환로64길 2,양천구,신월3동,11150590,37.5282197824835,126.832145349117,무료,,일요일 및 법정공휴일,,02-2697-2600,https://www.sfac.or.kr/artspace/artspace/arteducation_main.do,87.2,양호
신월문화체육센터,기타,기타문화,서울특별시 양천구 지양로 47,양천구,신월7동,11150630,37.519931063925554,126.8350545759677,무료,,"법정공휴일, 근로자의날",,02-2605-4093,https://www.ycs.or.kr/fmcs/21,42.3,양호
서울시립청소년음악센터,기타,기타문화,서울특별시 양천구 남부순환로 657,양천구,신정3동,11150660,37.5105883194895,126.842870706009,무료,,매주 월요일,,02-6956-1870,https://symc.or.kr/,38.0,양호
양천중앙도서관,도서관,도서관,서울특별시 양천구 신정로7길 81,양천구,신정3동,11150660,37.5136519608227,126.833629748577,무료,,"매주 금요일, 법정공휴일",,02-2699-5919,https://lib.yangcheon.or.kr/yclib/,59.4,양호
개울건강도서관,도서관,도서관,서울특별시 양천구 중앙로52길 56,양천구,신정4동,11150720,37.5259751797829,126.856602131412,무료,,"매주 일요일, 법정공휴일",,02-2603-5919,https://lib.yangcheon.or.kr/libgaeul/,50.1,양호
양천공원 책쉼터,도서관,도서관,서울 양천구 신정동 320,양천구,신정6동,11150690,37.5180124391585,126.868162966876,무료,,"월요일, 공휴일",,홈페이지 확인,https://ycpark.modoo.at/,10.5,양호
양천문화회관,문화예술회관,공연시설,서울 양천구 목동서로 367 양천문화회관,양천구,신정6동,11150690,37.5165209333904,126.863340014538,유료,,프로그램별 상이,,02-2021-8900,https://yfac.kr/main/contents.do?idx=2596,28.4,양호
양천문화회관,문화예술회관,공연시설,서울특별시 양천구 목동서로 367,양천구,신정6동,11150690,37.5165209333904,126.863340014538,무료,,없음,,02-2021-8900,https://yfac.kr/main/,28.4,양호
해누리타운 해누리홀?아트홀,공연장,공연시설,서울특별시 양천구 목동동로 81,양천구,신정6동,11150690,37.5159760603841,126.86385454407,무료,,행사 내용별 상이,,02-2620-4652,https://www.yangcheon.go.kr/site/yangcheon/05/10505080301002023111703.jsp,62.6,양호
갈산문화예술센터,기타,기타문화,서울특별시 양천구 목동남로 106,양천구,신정7동,11150700,37.5107624370301,126.87020687315,무료,,일요일?공휴일 : 대관시 운영,,02-2651-5300,https://www.yangcheon.go.kr/site/yangcheon/05/10504150100002023031503.jsp,37.0,양호
양천문화원,문화원,공연시설,서울 양천구 목동남로 106 2층 양천문화원,양천구,신정7동,11150700,37.5107624370301,126.87020687315,유료,,매주 일요일,,02-2651-5300,https://xn--z92b72qn1at0nqrn.kr/,37.0,양호
영등포아트홀,문화예술회관,공연시설,서울 영등포구 국회대로 596 영등포아트홀,영등포구,당산제1동,11190550,37.5260087284496,126.900109255921,유료,,"토?일?공휴일 : 미개방 (단, 공연 등이 있을 경우 3시간 전부터 유료운영)",,02-2629-2263,https://www.ydpcf.or.kr/arthall/arthall.do,170.1,양호
대림도서관,도서관,도서관,서울특별시 영등포구 도신로 27,영등포구,대림제3동,11190720,37.5042968146599,126.896055988494,무료,,"매주 월요일, 일요일을 제외한 법정공휴일",,02-828-3700,https://www.ydplib.or.kr/drlib/index.do,89.3,양호
도림생활문화센터,기타,기타문화,서울특별시 영등포구 도신로33길 4,영등포구,도림동,11190750,37.5099911988676,126.908050531966,무료,,"매주 일, 월요일",,0507-1349-2980,https://www.instagram.com/ydp_life/,19.4,양호
공간투,미술관/갤러리,전시시설,서울 영등포구 경인로 790 2F/3F,영등포구,문래동,11190760,37.514176444136,126.901017134427,무료,,"매주 월, 화요일",,02-2632-8848,https://www.gongcraft.net/?page_id=9737,56.3,양호
문래도서관,도서관,도서관,서울특별시 영등포구 문래로20길 49,영등포구,문래동,11190760,37.5168565720389,126.8908945524,무료,,매주 월요일 일요일을 제외한 법정공휴일,,02-2629-8600,https://www.ydplib.or.kr/mllib/index.do,23.8,양호
문래예술공장,기타,기타문화,서울특별시 영등포구 경인로88길 5-4,영등포구,문래동,11190760,37.5132170259667,126.900125854302,무료,,매주 월요일,,02-2676-4300,http://www.sfac.or.kr/artspace/artspace/mullae_main.do,54.7,양호
술술센터,기타,기타문화,서울 영등포구 도림로133길 15 술술센터,영등포구,문래동,11190760,37.5130103533725,126.894145367557,무료,,"월요일, 일요일, 공휴일",,02-2634-2220,https://soolsool.or.kr/,15.3,양호
시립문래청소년센터,기타,기타문화,서울특별시 영등포구 문래로 110,영등포구,문래동,11190760,37.5188522510214,126.894114718336,무료,,"국경일, 공휴일",,02-2167-0100,https://www.mullaeyouth.or.kr/,67.6,양호
아케이드서울,기타,기타문화,서울 영등포구 도림로128길 23 1층,영등포구,문래동,11190760,37.5155167575219,126.894539872062,무료,,없음,,0507-1497-4944,https://www.instagram.com/arcade.seoul/,27.9,양호
얼터(alter),기타,기타문화,서울특별시 영등포구 경인로74길 6,영등포구,문래동,11190760,37.5108435582263,126.893077314469,무료,,매주 월요일,,없음,https://www.alter.seoul.kr/,21.8,양호
문화라운지 영,기타,기타문화,서울 영등포구 신풍로 28 비스타동원 2층,영등포구,신길제6동,11190680,37.4998139228913,126.90960294998,무료,,일요일,,02-849-9247,https://www.ydpcf.or.kr/culture/young.do,47.0,양호
